,index,uid,τ,ngs_id,mouse,GC,time,cells sampled,normalized dominance score,maximum REI,max Δaffinity,95th percentile Δaffinity,mean Δaffinity,median Δaffinity,id of max REI node,mutations in max REI node,Δaffinity of max REI node,ΔΔaffinity of max REI node,max REI node is root
58,1135,D20_M20_GC65,0.49999999999999994,PR-1-07,20,65,d20,49.0,0.5306122448979592,0.10730229591836735,2.44468,1.8572479999999993,1.2469685714285714,1.3515000000000001,seq10,A105(H)G T125(H)I N108(L)K I126(L)T,1.35234,0.0464,False
59,1140,D20_M21_GC70,0.49999999999999994,PR-1-01,21,70,d20,89.0,0.8426966292134831,0.107860779494382,2.14101,2.09769,1.0693550588235294,1.1549200000000002,18,A105(H)G E97(L)D,0.49855000000000005,0.0,False
60,1164,D20_M22_GC94,0.49999999999999994,PR-1-07,22,94,d20,78.0,0.6410256410256411,0.11012620192307693,1.59407,1.484796,0.45990298701298704,0.50893,seq35,Y42(L)N L99(L)V L124(L)V,0.35675999999999997,0.0,False
61,1113,D15_M17_GC43,0.49999999999999994,PR-2-04,17,43,d15,74.0,0.3108108108108108,0.11074746621621621,2.14556,1.6929475,0.8251761111111111,0.8683,seq13,D28(H)G A105(H)G,1.1444,0.69811,False
62,1075,D15_M3_GC5,0.49999999999999994,PR-2-01,3,5,d15,78.0,0.21333333333333335,0.11460211338141026,1.59914,1.107394,-0.21463181818181815,0.0,naive,,0.0,0.0,True
63,1122,D15_M19_GC52,0.49999999999999994,PR-2-04,19,52,d15,78.0,0.7307692307692307,0.11564753605769229,2.3995100000000003,2.1945164999999993,1.1494793589743593,1.2867300000000002,9,A105(H)G,0.44629,0.44629,False
64,1154,D20_M21_GC84,0.49999999999999994,PR-1-08,21,84,d20,84.0,0.7023809523809523,0.11647832961309523,2.30317,1.9422759999999977,1.0558559036144577,1.20911,seq29,A105(H)G N108(L)K,1.30594,0.85965,False
65,1126,D20_M20_GC56,0.49999999999999994,PR-1-04,20,56,d20,89.0,0.9325842696629213,0.11674859550561797,1.9527899999999998,1.6273499999999996,1.0255305681818183,1.341755,seq22,A105(H)G S92(L)N N108(L)K S109(L)N I126(L)R,1.4246200000000002,0.10637000000000008,False
66,1132,D20_M20_GC62,0.49999999999999994,PR-1-05,20,62,d20,85.0,1.0,0.11764705882352941,1.95038,1.673878,1.1866860000000001,1.27637,seq24,S57(H)N S64(H)R I76(H)V A105(H)G I126(L)L,1.5445000000000002,0.2203600000000001,False
67,1170,D20_M23_GC100,0.49999999999999994,PR-1-02,23,100,d20,82.0,0.5975609756097561,0.11794969512195122,2.07881,1.27156,0.45030320987654326,0.49888,seq47,I78(H)L Y42(L)C,0.36673,0.1313,False
68,1106,D15_M14_GC36,0.49999999999999994,PR-2-03,14,36,d15,57.0,0.8421052631578947,0.11842105263157894,1.6795200000000001,1.4969799999999993,0.7792975438596493,0.84283,seq4,S83(H)A L91(H)M A105(H)G N108(L)K,1.30128,0.85965,False
69,1144,D20_M21_GC74,0.49999999999999994,PR-1-03,21,74,d20,25.0,0.48,0.12,2.38714,1.8244139999999998,0.5592636,1.23563,seq10,N40(H)I Y87(H)F A105(H)T Y42(L)F,-1.3967599999999998,-0.039269999999999916,False
70,1167,D20_M22_GC97,0.49999999999999994,PR-1-07,22,97,d20,33.0,1.0,0.12263257575757576,2.29507,2.0033279999999998,1.335600606060606,1.37687,seq3,N85(H)S A105(H)G N108(L)K L116(L)I,1.66856,0.45364000000000004,False
71,1184,D20_M24_GC114,0.49999999999999994,PR-1-04,24,114,d20,87.0,0.5977011494252874,0.12904094827586207,2.3068,2.017405,0.5977286046511628,0.91397,seq57,A105(H)G A40(L)G,1.25043,0.8041399999999999,False
72,1177,D20_M23_GC107,0.49999999999999994,PR-1-07,23,107,d20,55.0,0.5818181818181818,0.13289240056818183,2.01394,1.9177109999999995,0.5764696363636364,0.8366,seq29,S7(L)P A40(L)G I54(L)M,0.78567,-0.018469999999999986,False
73,1186,D20_M25_GC116,0.49999999999999994,PR-1-02,25,116,d20,78.0,0.8846153846153846,0.13471554487179488,2.38422,1.6551250000000002,0.784908552631579,1.1050200000000001,seq19,A105(H)G A40(L)G S49(L)P,1.37876,0.80414,False
74,1114,D15_M17_GC44,0.49999999999999994,PR-2-04,17,44,d15,75.0,0.37333333333333335,0.13604166666666667,2.06408,1.7041410000000001,0.7562998648648649,0.853575,seq1,Q44(L)E Q105(L)H,0.8433,0.8433,False
75,1150,D20_M21_GC80,0.49999999999999994,PR-1-07,21,80,d20,45.0,0.9333333333333333,0.1361111111111111,2.2635,1.96719,0.7035442222222223,1.32032,seq23,A105(H)G N108(L)K S109(L)N K123(L)M,1.32264,0.0,False
76,1077,D15_M4_GC7,0.49999999999999994,PR-2-01,4,7,d15,31.0,0.4838709677419355,0.13785282258064516,1.9805000000000001,1.33515,0.414751935483871,0.44629,seq4,A105(H)G,0.44629,0.44629,False
77,1078,D15_M4_GC8,0.49999999999999994,PR-2-01,4,8,d15,79.0,0.5063291139240507,0.14087223101265822,2.22073,1.5708055,0.8400278205128205,1.116085,seq7,L50(H)F A105(H)G G70(L)R Q105(L)H,1.2193200000000002,0.7783500000000001,False
78,1175,D20_M23_GC105,0.49999999999999994,PR-1-04,23,105,d20,80.0,0.5625,0.14326171875,2.3394700000000004,1.7087245,1.14337825,1.30267,seq7,S57(H)N T125(H)S Q105(L)H L116(L)I,0.96235,0.58205,False
79,1103,D15_M13_GC33,0.49999999999999994,PR-2-04,13,33,d15,74.0,0.3918918918918919,0.14600929054054054,1.2445599999999999,0.7593520000000004,0.12877694444444446,0.33958,seq3,A105(H)G,0.44629,0.44629,False
80,1080,D15_M5_GC10,0.49999999999999994,PR-2-01,5,10,d15,71.0,0.4857142857142857,0.14887764084507044,2.9530800000000004,2.2203654999999998,0.9050667142857144,1.0018,seq14,K84(H)T Y103(H)F A40(L)G,1.0018,0.8041400000000001,False
81,1073,D15_M1_GC3,0.49999999999999994,PR-2-01,1,3,d15,73.0,0.5068493150684932,0.1505511558219178,1.9626000000000001,1.2918215000000002,0.5049277777777778,0.5351,seq41,A105(H)G,0.44629,0.44629,False
82,1182,D20_M24_GC112,0.49999999999999994,PR-1-02,24,112,d20,78.0,0.4805194805194805,0.1513358874198718,1.67043,1.428585,0.42175592105263165,0.385465,seq4,A105(H)G N108(L)K,1.30594,0.85965,False
83,1125,D20_M20_GC55,0.49999999999999994,PR-1-03,20,55,d20,84.0,0.5,0.15680803571428573,2.76451,2.6525200000000004,1.362036785714286,1.06311,seq3,A105(H)G Q105(L)H S109(L)I,1.01481,0.5685199999999999,False
84,1169,D20_M22_GC99,0.49999999999999994,PR-1-08,22,99,d20,82.0,0.5121951219512195,0.16134717987804878,2.44172,2.116898000000001,0.5507525609756098,0.190135,seq1,T95(H)I T90(L)I L116(L)P,0.09145,0.0,False
85,1120,D15_M19_GC50,0.49999999999999994,PR-2-03,19,50,d15,67.0,0.5522388059701493,0.162138526119403,2.38445,2.277292,1.2016589552238806,1.41717,seq3,A40(L)G Y42(L)H S109(L)K,1.41717,1.41717,False
86,1108,D15_M15_GC38,0.49999999999999994,PR-2-03,15,38,d15,63.0,0.5714285714285714,0.1626984126984127,1.8638500000000002,1.243147,0.7584263492063493,0.80414,seq16,A40(L)G,0.80414,0.0,False
87,1174,D20_M23_GC104,0.49999999999999994,PR-1-04,23,104,d20,71.0,0.4788732394366197,0.16593997579225353,2.45583,1.84097,0.9440376056338028,0.9292400000000001,seq15,Y103(H)F Y42(L)F Q105(L)H L116(L)I,0.9292400000000001,0.45364000000000004,False
88,1160,D20_M22_GC90,0.49999999999999994,PR-1-03,22,90,d20,62.0,1.0,0.16645665322580644,2.2463,1.9266625,1.313603064516129,1.47113,seq27,Y67(H)F I76(H)V N85(H)K A105(H)G N108(L)S L116(L)I,1.51906,0.45364000000000004,False
89,1117,D15_M18_GC47,0.49999999999999994,PR-2-03,18,47,d15,70.0,0.37142857142857144,0.175,1.3871,1.1909279999999995,0.21482999999999997,0.30738,seq6,Y42(L)N,0.25938,0.0,False
90,1181,D20_M24_GC111,0.49999999999999994,PR-1-02,24,111,d20,60.0,0.6666666666666666,0.17506917317708334,1.9855999999999998,1.6718389999999999,0.9448366101694915,1.33047,seq20,Q90(H)K A40(L)G Y42(L)H N108(L)Y,1.54874,0.7446,False
91,1074,D15_M2_GC4,0.49999999999999994,PR-2-01,2,4,d15,44.0,0.3409090909090909,0.17560369318181815,0.88793,0.801909,0.09201116279069765,0.28763,naive,,0.0,0.0,True
92,1116,D15_M18_GC46,0.49999999999999994,PR-2-03,18,46,d15,78.0,0.8717948717948718,0.1759314903846154,2.24059,1.5373800000000002,0.8778585526315791,1.2766700000000002,seq3,S64(H)R A105(H)G,1.32414,0.87785,False
93,1097,D15_M12_GC27,0.49999999999999994,PR-2-02,12,27,d15,84.0,0.75,0.18253580729166666,1.51196,1.3413830000000002,0.6625845783132529,0.63451,seq4,A105(H)G,0.44629,0.44629,False
94,1076,D15_M3_GC6,0.49999999999999994,PR-2-01,3,6,d15,30.0,0.20689655172413793,0.18359476725260418,1.17724,1.17724,0.08747206896551726,0.0,naive,,0.0,0.0,True
95,1185,D20_M24_GC115,0.49999999999999994,PR-1-04,24,115,d20,85.0,0.8823529411764706,0.18531709558823528,1.94591,1.8300340000000002,1.0942035294117645,1.0464799999999999,seq26,K49(H)R A52(L)S R67(L)K,0.91887,0.91887,False
96,1086,D15_M7_GC16,0.49999999999999994,PR-2-02,7,16,d15,75.0,0.48,0.18671875,2.36809,1.6176259999999998,1.07089301369863,1.19182,seq7,S64(H)R T65(H)N T96(H)S A105(H)G,1.5197800000000001,1.07349,False
97,1119,D15_M19_GC49,0.49999999999999994,PR-2-03,19,49,d15,75.0,0.9066666666666666,0.19625,2.2802000000000002,2.1322244999999995,1.1084255405405405,1.30594,seq20,A105(H)G N108(L)K,1.30594,0.0,False
98,1095,D15_M11_GC25,0.49999999999999994,PR-2-02,11,25,d15,80.0,0.5875,0.196484375,2.43845,2.0071234999999996,0.9255848750000002,0.98346,seq19,D28(H)G Y42(L)C K51(L)R,0.85585,0.69811,False
99,1151,D20_M21_GC81,0.49999999999999994,PR-1-07,21,81,d20,66.0,0.9242424242424242,0.20029888731060605,2.04902,1.8341500000000002,0.9366710606060606,1.08126,seq32,S29(H)P A105(H)G F115(H)L T90(L)A,0.8770600000000001,0.42700000000000005,False
100,1124,D20_M20_GC54,0.49999999999999994,PR-1-03,20,54,d20,72.0,0.375,0.2013888888888889,1.8384200000000002,1.5110685,0.9893784722222223,1.035075,seq1,Q105(L)H L116(L)I,0.83394,0.83394,False
101,1149,D20_M21_GC79,0.49999999999999994,PR-1-05,21,79,d20,88.0,0.7840909090909091,0.20294744318181818,2.09332,1.5684314999999998,1.008492159090909,1.30594,seq3,A105(H)G N108(L)K,1.30594,0.0,False
102,1093,D15_M10_GC23,0.49999999999999994,PR-2-02,10,23,d15,82.0,0.7560975609756098,0.20975252477134146,2.18573,1.7745000000000002,0.844498148148148,0.9504900000000001,seq21,S64(H)G Q105(L)H L116(L)I,0.84821,0.71606,False
103,1091,D15_M10_GC21,0.49999999999999994,PR-2-02,10,21,d15,77.0,0.6623376623376623,0.21672077922077923,1.70297,1.415399999999999,0.26311671232876715,0.6,seq18,A105(H)G R67(L)K,0.601,0.15470999999999996,False
104,1136,D20_M20_GC66,0.49999999999999994,PR-1-08,20,66,d20,84.0,0.8333333333333334,0.2176571800595238,2.1896799999999996,1.6445515000000002,0.7266120238095238,1.210855,seq8,L50(H)F S57(H)N S77(H)T T96(H)S A105(H)G N108(L)K,1.4821900000000001,0.85433,False
105,1099,D15_M12_GC29,0.49999999999999994,PR-2-02,12,29,d15,77.0,0.9090909090909091,0.24195921266233766,2.74198,2.333514,1.3780901298701298,1.5731600000000001,seq12,N92(H)S A40(L)G N108(L)K,1.5731600000000001,0.7690200000000001,False
106,1134,D20_M20_GC64,0.49999999999999994,PR-1-07,20,64,d20,66.0,1.0,0.25165719696969696,2.23229,1.7355300000000002,1.1971546153846155,1.3552300000000002,seq6,K49(H)E S57(H)N S64(H)R A105(H)G,1.3552300000000002,0.9089400000000001,False
107,1104,D15_M14_GC34,0.49999999999999994,PR-2-03,14,34,d15,78.0,0.717948717948718,0.25205328525641024,2.26164,1.743134,1.0359287179487182,1.26626,seq6,A105(H)G N108(L)K,1.30594,0.85965,False
108,1084,D15_M6_GC14,0.49999999999999994,PR-2-01,6,14,d15,85.0,0.8117647058823529,0.2560661764705882,2.72834,2.1542499999999998,1.4030450588235297,1.63843,seq2,D28(H)A L50(H)H A105(H)G G36(L)R Q95(L)H,1.74929,0.27679999999999993,False
109,1141,D20_M21_GC71,0.49999999999999994,PR-1-02,21,71,d20,88.0,1.0,0.26448197798295453,1.94127,1.4448999999999996,0.790552705882353,0.98865,seq11,R67(L)K Q105(L)H L116(L)I,0.98865,0.45364000000000004,False
110,1109,D15_M16_GC39,0.49999999999999994,PR-2-03,16,39,d15,54.0,0.9259259259259259,0.27097800925925924,1.5247000000000002,1.2875269999999994,0.717253148148148,0.6553150000000001,seq7,A105(H)G,0.44629,0.0,False
111,1161,D20_M22_GC91,0.49999999999999994,PR-1-06,22,91,d20,77.0,0.7272727272727273,0.2818587662337662,2.50462,1.7673125,0.854258157894737,1.4946000000000002,seq17,Y66(L)H Q105(L)H N108(L)K L116(L)I,1.6389300000000002,0.4929100000000002,False
112,1082,D15_M6_GC12,0.49999999999999994,PR-2-01,6,12,d15,81.0,0.8395061728395061,0.2854938271604938,1.8580100000000002,1.5618500000000002,0.7775117283950618,1.01865,seq1,Y42(L)F A52(L)S Q105(L)H,1.01865,1.01865,False
113,1139,D20_M20_GC69,0.49999999999999994,PR-1-08,20,69,d20,54.0,0.7777777777777778,0.28783275462962965,2.48174,2.2672409999999994,0.9513925925925927,1.694375,seq2,A105(H)G A40(L)G S109(L)R,2.04543,0.8041400000000001,False
114,1176,D20_M23_GC106,0.49999999999999994,PR-1-04,23,106,d20,83.0,1.0,0.31268825301204817,1.41209,1.0817664999999999,0.8284341249999999,0.9577899999999999,seq12,S64(H)T N92(H)K Y42(L)C N108(L)H,0.9577899999999999,-0.027450000000000085,False
115,1110,D15_M16_GC40,0.49999999999999994,PR-2-04,16,40,d15,51.0,0.8627450980392157,0.33118872549019607,1.9081300000000003,1.4038475,0.8665272,1.1993900000000002,seq13,A105(H)G Y66(L)F S109(L)R,1.1993900000000002,0.7531000000000001,False
116,1173,D20_M23_GC103,0.49999999999999994,PR-1-03,23,103,d20,81.0,0.9629629629629629,0.33203125,1.9275700000000002,1.2452639999999993,0.52069975,0.41191,seq12,I78(H)L N92(H)T Y42(L)C,0.3503,0.3503,False
117,1105,D15_M14_GC35,0.49999999999999994,PR-2-03,14,35,d15,57.0,0.9473684210526315,0.3374837239583333,2.3541399999999997,2.0718825,1.1019410714285713,1.25043,seq7,A105(H)G A40(L)G,1.25043,0.8041399999999999,False
118,1101,D15_M13_GC31,0.49999999999999994,PR-2-03,13,31,d15,72.0,0.8450704225352113,0.3688422309027778,1.80017,1.484965,0.8203445070422535,0.91991,seq1,I78(H)F Y42(L)S N108(L)K,0.91991,0.91991,False
